LoanAccount,Max_OverdueAmount,Total_Paid,Total_Scheduled,Min_Outstanding,Has_Early_Overdue
L9CF9D7D46AEF08973557906993A35FB9,0.0,11666.0,11666.0,0.0,0
L9CFAA38D061272337343197F3361AC9C,0.0,35303.0,35303.0,0.0,0
L9D0517386A3D66D8A2773780B3FAB89A,11403.0,7500.0,18903.0,10098.0,1
L9D052D38B07F09334A40750C37244381,0.0,28534.0,28534.0,0.0,0
L9D06BC8880A64375C2B2CCDF8F7E8C5F,9378.0,2500.0,11878.0,9123.0,1
L9D06D4CE427AE6DB50F79DEB9FD9BCAB,0.0,37825.0,37825.0,0.0,0
L9D0B8F7DC60030AE36E4180C3E0A62C0,900.0,20834.0,20834.0,0.0,1
L9D0D72196444322A82260627239256C4,35802.0,0.0,35802.0,34800.0,1
L9D0F75465950E28EC813C727D2908B32,0.0,23297.0,23297.0,0.0,0
L9D123BC59C703384E3C5CE1B7A09DCA1,10898.0,1000.0,11898.0,10600.0,1
L9D170A5FCAB4B1FC0365495E136063CC,0.0,28914.0,28914.0,0.0,0
L9D187C5CA2D81BB73265CF4C1526C695,0.0,56864.0,56864.0,0.0,0
L9D1A767EE64BDF445E25EE5B97370ADA,0.0,11767.0,11767.0,0.0,0
L9D1CCA0FA8C85613EC021D1C35C86DCD,0.0,44485.0,44485.0,0.0,0
L9D224F5022863342F78454C288AE33D0,0.0,31138.0,31138.0,0.0,0
L9D24EE7F9A657C64967E9CC1E905BF4D,0.0,12890.0,12890.0,0.0,0
L9D284642234B1477676D419A363C1CD7,0.0,11730.0,11730.0,0.0,0
L9D2BE372D1171D4EB502065047A7C8C8,2994.0,9000.0,11994.0,2770.0,1
L9D316DA55D745ED73D5EB681A019A289,0.0,58385.0,58385.0,0.0,0
L9D33D99BBCE93489D48BE9EAACC0384F,0.0,17265.0,17265.0,0.0,0
L9D3588FD6184638B458D0B3CE0FD42A1,9893.0,2000.0,11893.0,9623.0,1
L9D35FFC3120B2D5CC6B0D4159CBA371F,0.0,5499.0,5499.0,0.0,0
L9D3ABB9E5D22DBC453E62FDE7207D28B,0.0,11680.0,11680.0,0.0,0
L9D3C96A7EB55EEC2A643D1806956ED07,0.0,11369.0,11369.0,0.0,0
L9D40044E5AD859D09AD6A1B5328BBA7B,0.0,81360.0,81360.0,0.0,0
L9D4147F60DB4B841642806636952FDF3,31669.0,38919.0,38919.0,0.0,1
L9D42000CA704393283D282B8204878C7,0.0,11682.0,11682.0,0.0,0
L9D4232440F25F92B378F8A62C43CCC6A,16220.0,29970.0,29970.0,0.0,1
L9D43BA4AEEE65991EBD2E2A15EB9E120,10890.0,3000.0,13890.0,10890.0,1
L9D44B0785F829069608D61EFCF20F269,0.0,11739.0,11739.0,0.0,0
L9D4665E5BB70F5BD16057EE618613D44,2875.0,5005.0,7880.0,2837.0,1
L9D48887856C928E0A9C70BB067910A03,1250.0,29399.0,29399.0,0.0,1
L9D498F05455993CD808A2037E1E6F398,0.0,66727.0,66727.0,0.0,0
L9D4A5341D7808CFD0025B9FEEF914EC3,5600.0,6000.0,11600.0,5600.0,1
L9D4F2EBD35CA6A7A706ECEE0BECD2158,3418.0,8500.0,11918.0,3326.0,1
L9D53081547D50CEA871E4EF1D9EF7442,18462.0,41212.0,41212.0,0.0,1
L9D541E828AF63F84FD71999069CE6AD4,1500.0,35835.0,35835.0,0.0,1
L9D5516AB1250FAB4161E9A49A3909815,6356.0,17606.0,17606.0,0.0,1
L9D559EEDF742103408EB4400EA38E006,36451.0,15750.0,52201.0,36451.0,1
L9D562713BFCBA15C9D9C5C9BEC441148,0.0,20038.0,20038.0,0.0,0
L9D56523B100A6156CD23D18EFB16A5DC,7100.0,4500.0,11600.0,7100.0,1
L9D5BC64EF4DE106A74C6ED65AA2F9760,0.0,33276.0,33276.0,0.0,0
L9D5E3356EB56617070011CB988DD1196,0.0,30908.0,30908.0,0.0,0
L9D6341B76C9632D2308D26C1A420AB29,0.0,11775.0,11775.0,0.0,0
L9D659AE223D48C6C08CDDE6996A17ADE,0.0,11530.0,11530.0,0.0,0
L9D665F3458B6B7DDBFF99FB64C8B40FB,0.0,16400.0,16400.0,0.0,0
L9D672ED799771370E8BC0C31A3F5935F,0.0,29549.0,29549.0,0.0,0
L9D676C22BEE91308AF50236873B01364,0.0,21295.0,21295.0,0.0,0
L9D6D3FCED836908CC642EC6785E693DA,0.0,18713.0,18713.0,0.0,0
L9D76DC2E125A5739194BC8FC16D4F1C6,0.0,11476.0,11476.0,0.0,0
L9D77033E8DEFA30E4C13BE8B773005CF,0.0,58001.0,58001.0,0.0,0
L9D77EB086C7C28FCF584177A3C18C480,11259.0,10800.0,22059.0,10601.0,1
L9D78C11C3E3A9150D332F29E239EEA7B,650.0,15393.0,15393.0,0.0,1
L9D79CB33B688EC249BD88036960099B4,0.0,14039.0,14039.0,0.0,0
L9D7A4D1930E802D6A0B50A4AFDFF3291,0.0,14862.0,14862.0,0.0,0
L9D7A610C426C44EA126E7A1E43820C3F,1250.0,29089.0,29089.0,0.0,1
L9D7BED454D231AE742F04A4BB9167279,16650.0,750.0,17400.0,16650.0,1
L9D7D2B03016131FECE5170772DFBAF22,0.0,64386.0,64386.0,0.0,0
L9D7D774DD600C946218D3F98265DD536,0.0,47897.0,47897.0,0.0,0
L9D7F2D8A8DA1F138EA1458C3447B4F05,0.0,52904.0,52904.0,0.0,0
L9D8AAE4D2A2479F767546FD865BC75A3,900.0,20663.0,20663.0,0.0,1
L9D8B0FD969FA66EA2D878D98E706F180,2000.0,47052.0,47052.0,0.0,1
L9D8CA6BB869E5E233201A9C26449CDCA,3569.0,7200.0,10769.0,3389.0,1
L9D969B6C9599706D34DBD7E0AD63E850,0.0,11715.0,11715.0,0.0,0
L9D977837289A7B43225F755963B386BA,0.0,38738.0,38738.0,0.0,0
L9D991A7B8D41C2B73A36F35823A78C53,0.0,15051.0,15051.0,0.0,0
L9D99D0146B255B297CB79744E49DD146,0.0,14001.0,14001.0,0.0,0
L9D99DB07F4F25EA45E3F33D272932E1C,0.0,7984.0,7984.0,0.0,0
L9D9D976BC6F64FA4B51F1EF0D9BEB04A,0.0,11704.0,11704.0,0.0,0
L9D9FF6FEBECFA0A848FD00B540BC0739,0.0,11657.0,11657.0,0.0,0
L9DA01332A4369A29019C6ABD92A31C54,0.0,13978.0,13978.0,0.0,0
L9DA082780DBA21B67D862C962791BD83,0.0,41264.0,41264.0,0.0,0
L9DA1047EBF9E4496754C377CC7B04AEF,2846.0,11846.0,11846.0,0.0,1
L9DA534F9CFD0D1A32E8B6A44D43E6D0C,0.0,25208.0,25208.0,0.0,0
L9DA785EA3F238618984775C897B0BCA5,0.0,46223.0,46223.0,0.0,0
L9DA860D39CF8FA2E8546FD4F212FF8AE,13127.0,0.0,13127.0,12760.0,1
L9DAA35B7668959F41BEF0AA7B8888AE0,0.0,58417.0,58417.0,0.0,0
L9DAC589A09E64C4240038263AB1397BF,0.0,31443.0,31443.0,0.0,0
L9DAC977AB7C3396F2054D0AE4CD612CF,0.0,46705.0,46705.0,0.0,0
L9DB02856057EFF439D069131044C947F,0.0,13935.0,13935.0,0.0,0
L9DB29E49B90F28B323F295C3754B6BF0,0.0,47291.0,47291.0,0.0,0
L9DB6012BD1ECCD392FCB1732FF2F5877,0.0,11752.0,11752.0,0.0,0
L9DB7C39ACD56CC2769EF49110A7E6988,27328.0,14000.0,41328.0,26600.0,1
L9DBA35B5FDB72944ABF1C15F200E4BE7,30648.0,64000.0,94648.0,28942.0,1
L9DBA52F8F7FDEBA0C0120804AA31994B,9477.0,14877.0,14877.0,0.0,1
L9DBBBC48C33D3F7670954F216E9C572A,5217.0,10400.0,15617.0,5020.0,1
L9DBF77E4255D887B97916EE4A6DBE7C2,0.0,31088.0,31088.0,0.0,0
L9DC0EAE301E7542415C386A5DF74C29E,0.0,25620.0,25620.0,0.0,0
L9DC3136527A5FCAFB09B58E70AF95282,8600.0,3000.0,11600.0,8600.0,1
L9DC315C36EB716C66F5590D5990BD7D6,0.0,15109.0,15109.0,0.0,0
L9DC9E85EEE3BD4FD24FDBBBBA55FB8BE,9893.0,2000.0,11893.0,9623.0,1
L9DCA1292AA7055F133B2899FC4935DFF,0.0,20018.0,20018.0,0.0,0
L9DCCEF30B0034254E406554F43E6CA04,0.0,11713.0,11713.0,0.0,0
L9DCEBA821F468261861DD012FA98CB14,6606.0,12106.0,12106.0,0.0,1
L9DCFCAC016CBE9CEEC60761CEA2B2D50,5849.0,14450.0,20299.0,5554.0,1
L9DD35F618A87FA168BC76D8AC8798766,0.0,29690.0,29690.0,0.0,0
L9DD4390A297E45CA6D51A936BB2EE45E,4518.0,7500.0,12018.0,4319.0,1
L9DD4D32F9092829ABB034A2F06E24033,0.0,13822.0,13822.0,0.0,0
L9DD56A188FAB728754F5E1CE438C0355,0.0,17187.0,17187.0,0.0,0
L9DD712CE17EE738EEAC8BE48F1422638,0.0,11723.0,11723.0,0.0,0
L9DDD0F8CDB809971A30FD93159BD2A54,0.0,17434.0,17434.0,0.0,0
L9DDD4D54B9DE20808EC51EFDCC0229CC,0.0,17398.0,17398.0,0.0,0
L9DDF2F505A0098139286D201D553C3CA,0.0,11886.0,11886.0,0.0,0
L9DDF3DFA21255A73320856A7F19016A3,2933.0,9000.0,11933.0,2820.0,1
L9DE041A73D7A388AC30218BADB6D9837,0.0,54491.0,54491.0,0.0,0
L9DE18A43010643380879D12F66A78919,0.0,52105.0,52105.0,0.0,0
L9DE1E2FC3E57049C23E25BC2B16EECE2,0.0,11708.0,11708.0,0.0,0
L9DE42BD253F2331654BF6E711CEC1652,8100.0,3500.0,11600.0,8100.0,1
L9DE5380D9A35D5FF6C0712676DA3D4DC,0.0,10453.0,10453.0,0.0,0
L9DE99B7B3276F5E22FFFCCCB159F6F6A,5563.0,6500.0,12063.0,5262.0,1
L9DECF3D4543369CFE963022FA9A43F7D,0.0,15273.0,15273.0,0.0,0
L9DEF535A91DD0AA46BD5BAAABE37DC45,3616.0,13300.0,16916.0,3480.0,1
L9DEFB153D8C15B89189C815026392094,3210.0,6400.0,9610.0,3089.0,1
L9DF11796A4A757992B9BCBA01CBBB5A8,0.0,10356.0,10356.0,0.0,0
L9DF3456F4654BB4793296432CEC84E3A,7650.0,9750.0,17400.0,7650.0,1
L9DF428B4A504FA57C53F54BF2A15AE90,21801.0,2000.0,23801.0,21196.0,1
L9DF64E55FCFDA7D0462534591707D0D5,0.0,81624.0,81624.0,0.0,0
L9DF6AB0A8E23E68449CEF90C57449708,0.0,22529.0,22529.0,0.0,0
L9DF8B92862E03EE45A8ADC10A843F0C7,0.0,47004.0,47004.0,0.0,0
L9DF99277E473C2974DD66937746BB3E0,0.0,15118.0,15118.0,0.0,0
L9DFDA9E19232E025A4CDE164BA628763,0.0,23951.0,23951.0,0.0,0
L9E0022F9442749315EE0B1DF54FBE602,19518.0,10000.0,29518.0,18998.0,1
L9E01E4B0A34E34578C44846B2E2CD6FF,12748.0,16250.0,28998.0,12748.0,1
L9E026B55A562E13E38C9CC0C426D5B1A,0.0,56389.0,56389.0,0.0,0
L9E056C92B610267BB1D213061EAA8404,22698.0,24498.0,24498.0,0.0,1
L9E067C478D6B22C0B89EC398B6FC4F35,0.0,11815.0,11815.0,0.0,0
L9E0802F9697CC48CFD57D255E1C96FA9,0.0,18727.0,18727.0,0.0,0
L9E08F478BA5F002DC1B6D0F0FDF69F2A,0.0,23844.0,23844.0,0.0,0
L9E098C30A5F55597106348F5A71325E4,0.0,118226.0,118226.0,0.0,0
L9E12CBF1E6B4A983CC603A15E1B438D3,0.0,11854.0,11854.0,0.0,0
L9E13CD45BF1ECEB0A4F5C30625CBAEE3,21098.0,10000.0,31098.0,18914.0,1
L9E14B2D7A301A1A9B8DE8BB70F7F80E9,0.0,11677.0,11677.0,0.0,0
L9E15D10AAC864DF76936E41C74A02EE3,0.0,14135.0,14135.0,0.0,0
L9E1977110D6366ADA957958FFE54D2FA,0.0,17268.0,17268.0,0.0,0
L9E1AD544D1470541038D2DD5EC70AD49,4537.0,7500.0,12037.0,4359.0,1
L9E1C58A4DA94605E9A097AB32B9D0726,14844.0,650.0,15494.0,14429.0,1
L9E1E119B5F2D72B839F466701369BE78,0.0,30287.0,30287.0,0.0,0
L9E20BB44C5014736CDE41F31E54AA881,18944.0,41694.0,41694.0,0.0,1
L9E2309F4E0D1D20753E500000AB49BCC,0.0,19721.0,19721.0,0.0,0
L9E23F81448A11D17ADC7304798F62CCB,0.0,23106.0,23106.0,0.0,0
L9E26225BB94690A18607621763E65A3A,36441.0,5250.0,41691.0,35429.0,1
L9E26B063849F251E30853E9E3D45A257,0.0,14080.0,14080.0,0.0,0
L9E293AC2C3D76F8AD0BC75A67A93BC2D,6801.0,5000.0,11801.0,6624.0,1
L9E2D72F8510E6F6EF992C2DB9931D8D1,0.0,21278.0,21278.0,0.0,0
L9E2E745DEE33F8F7B24065AF6334F802,4856.0,10400.0,15256.0,4785.0,1
L9E2EDE59C789EFEB79166B17E27EA6B7,0.0,10303.0,10303.0,0.0,0
L9E2FE8BA4E506BBD59460E75D62E4D20,0.0,50327.0,50327.0,0.0,0
L9E3357C0A3B97B57F1B4F4297E37DDA6,15613.0,8000.0,23613.0,15196.0,1
L9E339936C25C8ED2E763CE0F23F1557C,4958.0,8250.0,13208.0,4694.0,1
L9E35434E8DCED8F35FBE4DEB8A2ECC03,0.0,28605.0,28605.0,0.0,0
L9E3BE7B3154487234DF46D39D88F8D39,0.0,46675.0,46675.0,0.0,0
L9E3D68DED67FE9A2FD67C9828CDEBC04,0.0,28996.0,28996.0,0.0,0
L9E3F06FDEFE33BFA973171FF40F86C9C,0.0,15195.0,15195.0,0.0,0
L9E41538B6EFEF355815E75DF36323469,0.0,15148.0,15148.0,0.0,0
L9E42589E1A9F9D29A6B792F84798CB0C,0.0,15446.0,15446.0,0.0,0
L9E45A69DF1CDD3C11AD2D5BB27967A42,0.0,29131.0,29131.0,0.0,0
L9E4C5222344DD01F2CC09123177986BF,0.0,46404.0,46404.0,0.0,0
L9E4D3245798458DA1BDB913D076FF4A8,0.0,17731.0,17731.0,0.0,0
L9E4F397643E9807A5F945AC48EB15D29,15903.0,4250.0,20153.0,15474.0,1
L9E4F970C1715E1E058CF38239C83B308,6768.0,18768.0,18768.0,0.0,1
L9E514E83D255FE8CABF98C6B21793B29,12094.0,28194.0,28194.0,0.0,1
L9E56527607B2512D7C4F7A25A7DF5C12,3881.0,8000.0,11881.0,3658.0,1
L9E578E72230B08BCCC192D2E668861F2,14630.0,9000.0,23630.0,14242.0,1
L9E58666CC0203A6B9F1B0CDA3DC42B4B,9378.0,2500.0,11878.0,9123.0,1
L9E5B021789BCDB4E759E471C9B60A702,0.0,52305.0,52305.0,0.0,0
L9E5B13D2C3AB8D8839FD1805ACF9B86E,15868.0,31500.0,47368.0,15158.0,1
L9E5D290637D7690AA6BFA87E32BCB00F,3440.0,8500.0,11940.0,3266.0,1
L9E5F02C94966E4306BB21272D1C35F35,0.0,35506.0,35506.0,0.0,0
L9E5F722775243444F13F7A78E52A121E,9600.0,2000.0,11600.0,9600.0,1
L9E62D22A0543BA18FEB51EB606D0CDE4,0.0,29449.0,29449.0,0.0,0
L9E6523A4CA429AEB4DD336900336D207,5312.0,14312.0,14312.0,0.0,1
L9E65CCA6D31105F429685E1EEDD5FC83,0.0,39349.0,39349.0,0.0,0
L9E6746D9C2B7816347B9D1BDBE79D13B,0.0,13988.0,13988.0,0.0,0
L9E6E20BED071383D5D73EF212FDB7D10,0.0,17674.0,17674.0,0.0,0
L9E6E91E78C4FD7C704720CA2ED5C23E7,699.0,8800.0,9499.0,690.0,1
L9E7293E6A62A41BF41A7BC43DACF9020,0.0,52384.0,52384.0,0.0,0
L9E72F59B2455FA4CF6FAD2C06BD4ADA2,8838.0,3000.0,11838.0,8600.0,1
L9E740B116E39CBCAA5E2AAADEBA3439F,0.0,11763.0,11763.0,0.0,0
L9E7592D3E5CDC755492070CB5E59FD4E,7559.0,10500.0,18059.0,7154.0,1
L9E777F490FA28F1876B09E05F9AC9674,22533.0,1000.0,23533.0,22206.0,1
L9E77AB6BB6B661F82B3D33B44623D987,0.0,22951.0,22951.0,0.0,0
L9E796277018515A25112C60E7AEA054F,0.0,29301.0,29301.0,0.0,0
L9E7A11D943411E3B40CA259A1A5BC427,0.0,17734.0,17734.0,0.0,0
L9E7BEA774999CDAF19AA176F52F3EB23,0.0,46869.0,46869.0,0.0,0
L9E7C73CC7E5C528FD7A7067A7F0E0A22,15954.0,5400.0,21354.0,15520.0,1
L9E7CE66297364363B0D41A58E1D67907,19788.0,31038.0,31038.0,0.0,1
L9E7EC3206B9CB5F03FA5A09B93E64554,0.0,11470.0,11470.0,0.0,0
L9E7F0317E6ECF40BA5B2AAEEEF9E319F,34952.0,18000.0,52952.0,34433.0,1
L9E7F6B11C376C66CAB0F96DC37345ABA,0.0,11783.0,11783.0,0.0,0
L9E82D2C6ABBA17BAB0144F5321104ECB,18146.0,11250.0,29396.0,17877.0,1
L9E830C75E1DD9D35E622A2FA457FBB5A,0.0,19790.0,19790.0,0.0,0
L9E8363CFE22F0A9BFC0A819CFC7FED95,45671.0,2000.0,47671.0,44404.0,1
L9E8453CAC079AE3D2AB029E4F1CB0973,0.0,33190.0,33190.0,0.0,0
L9E8A0D9E1B252D2138C6DD986D041C2D,9200.0,29200.0,29200.0,0.0,1
L9E8C5F5FFC95E341485B16988EABC72D,0.0,55059.0,55059.0,0.0,0
L9E934485A18C3112F44822D9DC1FAD90,27300.0,7500.0,34800.0,27300.0,1
L9E95B9E288B07C47E32CB9520A598658,0.0,12975.0,12975.0,0.0,0
L9E97C23D0D9E6D22851F523B7915DB7D,0.0,16805.0,16805.0,0.0,0
L9E9C03A75782356B310262C8238F2F76,0.0,29079.0,29079.0,0.0,0
L9E9CA809389A1D78BDCA51B7BAE9DFC4,0.0,28485.0,28485.0,0.0,0
L9E9EE236D7E2CF3954DCA21362F8727E,0.0,54839.0,54839.0,0.0,0
L9EA17C1E9B8F5F6C28F134800B6E90AA,0.0,12148.0,12148.0,0.0,0
L9EA18A03793399B71725995F3F395063,0.0,28762.0,28762.0,0.0,0
L9EA18E9B037BF90A14ADE80172729C74,0.0,34752.0,34752.0,0.0,0
L9EA308A458F4BD3FDC7310D050DB4E8B,0.0,17676.0,17676.0,0.0,0
L9EA332DA94EF3951BD53DEE53EF469F8,0.0,290993.0,290993.0,0.0,0
L9EA4D1C6C3EF20F8E2020DEEA39B5789,0.0,52411.0,52411.0,0.0,0
L9EA5E8243E950AF6832AE40769B778D1,0.0,34899.0,34899.0,0.0,0
L9EA6CACD58FBB85BB45F4CB97FC98E76,6600.0,5000.0,11600.0,6600.0,1
L9EA98E2C04016DA50CA51449744FA93A,3461.0,8500.0,11961.0,3320.0,1
L9EAAC34FC56060992D68DCFF49516A7F,0.0,22240.0,22240.0,0.0,0
L9EAD1A020F78EDB3FE04AA1C62A72A3B,5840.0,17890.0,17890.0,0.0,1
L9EAE32402E083D2910B5E842777253A5,0.0,46469.0,46469.0,0.0,0
L9EBAB80ACBF4FB2BF9EF27B8D7C8DBA2,9723.0,4200.0,13923.0,9723.0,1
L9EBDFACB898B3B3EF00B914CBE5C73F5,0.0,9443.0,9443.0,0.0,0
L9EC2D01F067B3A4D0F495AF7683FEA67,0.0,69755.0,69755.0,0.0,0
L9EC89D19FC6D03FDA8E0511F356B9FC2,20701.0,31500.0,52201.0,20701.0,1
L9EC98E5105161E0B28D238BBD26DB30B,14400.0,3000.0,17400.0,14400.0,1
L9ECA14CDC8385FD78F48715EB0D5FB29,14078.0,13800.0,27878.0,13379.0,1
L9ECDC54737656047BA78C3771132CAE9,0.0,11785.0,11785.0,0.0,0
L9ECFC0439E38CD992030DB5019DBEE83,0.0,11515.0,11515.0,0.0,0
L9ECFD63E0119693691B9EB4095C298EF,25066.0,2300.0,27366.0,24382.0,1
L9ED26A1CDF29A6FAAF6230DD071F404F,0.0,17618.0,17618.0,0.0,0
L9ED37C71A95B50CDAA7ED98251FCA7E1,0.0,28832.0,28832.0,0.0,0
L9ED4DF2ECEC358BCF97AAB775EB3A0E3,5193.0,12750.0,17943.0,4981.0,1
L9ED8DD66D5920B48F15C6CE7DE331614,4510.0,9600.0,14110.0,4443.0,1
L9ED9CFF33F63B867E8522E6451101B2C,0.0,11751.0,11751.0,0.0,0
L9EDA69AA3C7820A5E5575E892234C61E,0.0,15336.0,15336.0,0.0,0
L9EDA99883CBBDDE8D55BC4262B6CB242,0.0,29634.0,29634.0,0.0,0
L9EDD29598C0A53DB9D757B1B867CF524,0.0,56321.0,56321.0,0.0,0
L9EDDEE79C31898456AFAEF0913A7CFD9,6298.0,10500.0,16798.0,5971.0,1
L9EDE4661CAEEDD6F1DE465D777B7513B,0.0,10558.0,10558.0,0.0,0
L9EE147DA7F6BBD9294D0C6832A63815A,8605.0,9000.0,17605.0,8478.0,1
L9EE70DE1C3D25685C10EF183CC2E01C0,5597.0,9597.0,9597.0,0.0,1
L9EECD68DBAC91681491B2841E9FBF8D4,2250.0,52058.0,52058.0,0.0,1
L9EF0ED36D8FF3254AB5FF154D7AA7B72,10686.0,14886.0,14886.0,0.0,1
L9EF1A4B38CB2A662B4AAF2DF28050912,0.0,11608.0,11608.0,0.0,0
L9EF2355552ACBAEFC369DB099553092B,0.0,27088.0,27088.0,0.0,0
L9EF328B2DE9F55104A81964550F37AB8,0.0,11743.0,11743.0,0.0,0
L9EF85636A11CCA1BB835704F4A013D2A,0.0,35083.0,35083.0,0.0,0
L9EFB8A0CEA0AAF654AB05ADE4C64E120,0.0,31623.0,31623.0,0.0,0
L9EFE32C2DBD5690B62B6283C974FC252,0.0,11442.0,11442.0,0.0,0
L9F0252417499E10B9580712EBAEC676C,0.0,25580.0,25580.0,0.0,0
L9F02C6F1DF9B5073B7852CF08A52E950,21639.0,9100.0,30739.0,21058.0,1
L9F0404B51C303D0D899A50F94868FC9E,0.0,11687.0,11687.0,0.0,0
L9F060129136C3FBE45E0BD1AF657C9CB,0.0,14847.0,14847.0,0.0,0
L9F0D153B259264757B605BA3FE27C17C,0.0,34708.0,34708.0,0.0,0
L9F0DFA8CE1207FB14A71CD0A996BA678,19141.0,25141.0,25141.0,0.0,1
L9F12CCD186CEB99315BD183F05A68B5E,0.0,28959.0,28959.0,0.0,0
L9F1664521F871E0527EE269DDD2ED1B6,14178.0,10500.0,24678.0,13970.0,1
L9F18110497AA47854C11D2231FB8C645,0.0,13843.0,13843.0,0.0,0
L9F186F24F2B3172DA5DE744BF97045FC,9871.0,2000.0,11871.0,9600.0,1
L9F192A34EDADA2421249A30CE5CBC5EC,6684.0,5000.0,11684.0,6616.0,1
L9F19C63A96096C05BAFB0A02B8F39A6E,1750.0,51797.0,51797.0,0.0,1
L9F1AD63856A55E64B2DFC24C7E7F3ECD,0.0,13231.0,13231.0,0.0,0
L9F1EC0B6D052BC739B520B658FD2AE24,0.0,17600.0,17600.0,0.0,0
L9F21895CF050A6C26251A01406B8ADBD,0.0,17516.0,17516.0,0.0,0
L9F238C273F5552DB9696370652734361,0.0,38338.0,38338.0,0.0,0
L9F2523C6DFF83FC331618DDB84C4DFF0,0.0,11697.0,11697.0,0.0,0
L9F28D5B43BB357157F5D626DB2F4FF3B,12245.0,12000.0,24245.0,11635.0,1
L9F3433714EAD5A23458F1043071979D3,0.0,57019.0,57019.0,0.0,0
L9F34614D51105BC2566958039F0D7E3B,6537.0,20937.0,20937.0,0.0,1
L9F346B4A2EDB8D207ABDC7365390BB91,0.0,11677.0,11677.0,0.0,0
L9F38C54D668CAD94CA57D5005755BA71,30778.0,13300.0,44078.0,30778.0,1
L9F3A385762A9F70F697A6A42C79532D3,0.0,39820.0,39820.0,0.0,0
L9F3B9A529F3221CE4142A1C7F285C081,14579.0,6300.0,20879.0,14579.0,1
L9F3C90339D434BA94113AE66ABE89876,0.0,11844.0,11844.0,0.0,0
L9F43B68A6370D541D9EB114C6EA7E474,0.0,47484.0,47484.0,0.0,0
L9F4415DF15987982FD605B9B65B70FF3,0.0,17448.0,17448.0,0.0,0
L9F46CE423F641473252BDFBD059B0458,0.0,11774.0,11774.0,0.0,0
L9F47BD9192F22F37C449C808E4677881,22196.0,1000.0,23196.0,22196.0,1
L9F48E3D5C8BDFCA92ECE66BEBEB6733B,0.0,29337.0,29337.0,0.0,0
L9F4990243B0061848D83765AB625EFBA,0.0,32164.0,32164.0,0.0,0
L9F4A221D8A2B4D697094A6ED0A051EB8,0.0,46574.0,46574.0,0.0,0
L9F4D2A623990B18BCE971A3D36E738DA,0.0,7491.0,7491.0,0.0,0
L9F4ECA7D83242D6ED4D956C8FDAFDC2F,0.0,16338.0,16338.0,0.0,0
L9F4ED954833FAC4B84DDB80AFBB1C278,10100.0,1500.0,11600.0,10100.0,1
L9F4FDC2383DC0DFB38280877E06DB6F7,0.0,9140.0,9140.0,0.0,0
L9F568E0FC874715BB6BA4A5909BB7AEC,0.0,20597.0,20597.0,0.0,0
L9F57759A63F18159C94A2E8CB5AD1C1C,10123.0,24823.0,24823.0,0.0,1
L9F5B9FA9ED2ADD96D72BB031DC075516,0.0,17883.0,17883.0,0.0,0
L9F5DDAED1C40C0370A1928AB3C2C23D9,0.0,17554.0,17554.0,0.0,0
L9F5E2EE2C97419C6195DE77BFB4EA37D,0.0,38873.0,38873.0,0.0,0
L9F5EE26FB577E7A67E5660EDAFC5E3C0,33328.0,24500.0,57828.0,32457.0,1
L9F5F3AF70A10A65BBFE3E77C92FB437B,0.0,71180.0,71180.0,0.0,0
L9F65BD32167CD4791E2696FFDCFF80DB,40404.0,6000.0,46404.0,40404.0,1
L9F6A66461D76575D8D33961DCC5FFFA8,0.0,26265.0,26265.0,0.0,0
L9F6ADD0A43869AC3EB7A8069F0A060AB,0.0,12562.0,12562.0,0.0,0
L9F6D8928D7276496F0FE8C88AAB62EB0,0.0,13923.0,13923.0,0.0,0
L9F730ABAC2704C3B0B3600EB6771A261,0.0,23431.0,23431.0,0.0,0
L9F76B96B6AD100C0E14AAC77FCC37825,21437.0,0.0,21437.0,20872.0,1
L9F76D4DD2084E6F18B0AF23CD384DC94,10092.0,7500.0,17592.0,9946.0,1
L9F7902D7C3AC6440BF4147555609693F,8348.0,3500.0,11848.0,8123.0,1
L9F7C72AEAC4D917C2EF44D0FA0A6C8B7,0.0,39732.0,39732.0,0.0,0
L9F7D6D8E64D936DF0A2478C3F8C7B14D,0.0,32583.0,32583.0,0.0,0
L9F806219717FFBD15F530F7B50E991F5,0.0,29293.0,29293.0,0.0,0
L9F8346BFF77730AD5665A2E13E2D46E2,0.0,11703.0,11703.0,0.0,0
L9F84F37EA24C3DD7CB42788A825D3960,0.0,29625.0,29625.0,0.0,0
L9F875682167A12B6EAD0A87C3A69ADC5,0.0,28709.0,28709.0,0.0,0
L9F89844FFA6E3311222524F94527672D,8605.0,9000.0,17605.0,8478.0,1
L9F8A980A0FA84D7475164BA31377535B,0.0,12748.0,12748.0,0.0,0
L9F8C1267AA932EF95E41C1A64CDEA8E8,0.0,14076.0,14076.0,0.0,0
L9F8C81509BAB56DED19A705B07504989,23499.0,12000.0,35499.0,22869.0,1
L9F90A9868BDFC28ED8647F796CBA751A,4876.0,4800.0,9676.0,4610.0,1
L9F91BF40C79CAE2C8CF4F3D8CFF564CF,0.0,21422.0,21422.0,0.0,0
L9F9229A2215605C6AD2147A849A9BC20,0.0,46833.0,46833.0,0.0,0
L9F9581EFC5FA37DC9AD156A249E2EF26,14982.0,13200.0,28182.0,14766.0,1
L9F978A91373F09847F3B1A9AD89417FF,0.0,11419.0,11419.0,0.0,0
L9F97EBB46111CCCB8B1582B651E618BC,4635.0,13500.0,18135.0,4382.0,1
