LoanAccount,Max_OverdueAmount,Total_Paid,Total_Scheduled,Min_Outstanding,Has_Early_Overdue
L16B4FA8396536153C95B00004E3F1470,500.0,11575.0,11575.0,0.0,1
L16B53B2075F571BC2F104258DE4D901C,0.0,64476.0,64476.0,0.0,0
L16BF339BDA6F7C1FD1BFEF889A21B9D3,0.0,46240.0,46240.0,0.0,0
L16C3C931AB1237D2C355B5B6B44D7B54,0.0,20991.0,20991.0,0.0,0
L16C4AB0A6850099338A08939BFCACBB9,850.0,29940.0,29940.0,0.0,1
L16C6869734FB70C11BE5619970058CB1,5100.0,6500.0,11600.0,5100.0,1
L16CAF3064B5E65967661456E6B08B20C,9849.0,5200.0,15049.0,9849.0,1
L16CB66C2E1F21201F75EBC6882597984,8605.0,9000.0,17605.0,8478.0,1
L16CCC5D853AFE02F34CBA33D2EE76FFB,0.0,39969.0,39969.0,0.0,0
L16CD44EE01A3814F74ADB60AF557051B,0.0,23521.0,23521.0,0.0,0
L16CE01DF19EE123F9CD3418377B9FA44,0.0,14998.0,14998.0,0.0,0
L16CF688DE4F78200694FE691425599F4,15150.0,2250.0,17400.0,15150.0,1
L16CFC8217246BB351EFBED30E2C2D1E7,0.0,17436.0,17436.0,0.0,0
L16CFC85466604DA631624E02DA481291,0.0,28221.0,28221.0,0.0,0
L16D3669A24B87EBD4099796FD6CDAFBD,3463.0,10800.0,14263.0,3373.0,1
L16D81801174D46B923888896BC4524B6,0.0,15025.0,15025.0,0.0,0
L16DC94D7EDBF17BD667573F842172D2C,3511.0,17761.0,17761.0,0.0,1
L16DF6543B0B1390A9AD242E0C9042AF8,15079.0,0.0,15079.0,15079.0,1
L16DF94C8E8F924E02FC1B723B697F28D,0.0,17792.0,17792.0,0.0,0
L16E5B9B452129B36A8638251EB85FB74,500.0,11559.0,11559.0,0.0,1
L16E5EC7FA1EF991C8F1A3088D60CE315,18418.0,39200.0,57618.0,18143.0,1
L16E6B125E7116F8BC96FC506C3104A21,0.0,58099.0,58099.0,0.0,0
L16E6F4478A1AAF2E8263CAB04E8455AE,0.0,26173.0,26173.0,0.0,0
L16E987E3D3AE80C000FCDEA2442F0C5C,0.0,17775.0,17775.0,0.0,0
L16ED33EF4EEE1F0A650C44D3207AD108,8583.0,16000.0,24583.0,7790.0,1
L16EDB9E8BD2E48CF656BE2BC8A157803,6600.0,5000.0,11600.0,6600.0,1
L16EF549DA7B7A12D509E2C41BB1BBC92,7267.0,8450.0,15717.0,6915.0,1
L16F0EED5E2610B49BCB00ED37B8F0319,0.0,13956.0,13956.0,0.0,0
L16F15F67BFBC959D56FE36F6EFAD2587,0.0,21648.0,21648.0,0.0,0
L16F32B26DD89E30305E5103DA20F302C,0.0,29705.0,29705.0,0.0,0
L16F40ED4615C486F09E4EC324CFFA071,0.0,14034.0,14034.0,0.0,0
L16F506B40D62FF1DAA8DB6B41927A4EA,0.0,29158.0,29158.0,0.0,0
L16F659AC5DB4283B65F6118F13DA929B,0.0,11683.0,11683.0,0.0,0
L16F8D8415A1ED4E67DB22D782B268F10,7717.0,12750.0,20467.0,7416.0,1
L16FFC46BC918462624F9F9830618D85C,1336.0,10500.0,11836.0,1311.0,1
L17000FDA15BAC00E318DDA648172239B,0.0,34412.0,34412.0,0.0,0
L1700733C1FB0CCBC85DBE2677F696BE8,0.0,29206.0,29206.0,0.0,0
L17025DAEC5DCFE86F9E2FD06963BAF3A,0.0,25768.0,25768.0,0.0,0
L170396AB5CE0C48189C2622F6A4D1EB8,0.0,20257.0,20257.0,0.0,0
L17058936EA7F664A818142427F9EEEF5,0.0,11488.0,11488.0,0.0,0
L170769C02E163379D2D77D8DB52AD3DB,0.0,15213.0,15213.0,0.0,0
L17082A9D92E2F100BF4A9A2865A5C89E,7433.0,20933.0,20933.0,0.0,1
L1708A18D468955860277ACE0BE029286,6600.0,5000.0,11600.0,6600.0,1
L170A2514238AE440E58596EDE90F69CD,13988.0,28000.0,41988.0,13397.0,1
L170B641FEAE1456C451A18B44C73BDA1,0.0,15310.0,15310.0,0.0,0
L170F8DEA6651FB8BD8ACB50E5F9998F9,0.0,41980.0,41980.0,0.0,0
L17116B29F1536609E3DADC2A0F4BCE73,13129.0,1950.0,15079.0,13129.0,1
L1713FD12FE17CD49C7C81E47B6A674D9,0.0,46815.0,46815.0,0.0,0
L171530252F3BD7288E6BF9917EE499B2,0.0,55866.0,55866.0,0.0,0
L171DA6CECA147B1B6AA95A79A93567F3,7806.0,4000.0,11806.0,7600.0,1
L1722EBCC59A679D816D2092AD64CFFA7,0.0,11821.0,11821.0,0.0,0
L1722EC5C5279C924E89EF71F900EB648,2000.0,46017.0,46017.0,0.0,1
L17240410DB1BCC919A4A4940CB535663,30975.0,55725.0,55725.0,0.0,1
L1724B7C2803AF59448C0ABF53F577297,0.0,11575.0,11575.0,0.0,0
L1727727DCF39318BB974A3C19D406AED,0.0,11644.0,11644.0,0.0,0
L172BAE78E16696071887C6E7038E6CDE,0.0,18689.0,18689.0,0.0,0
L172DFE39EC621C9A835DCFBE91B7D9DF,38701.0,13500.0,52201.0,38701.0,1
L172E4B8291DAAD99E5A46EA245933114,25041.0,10500.0,35541.0,24368.0,1
L1733866992C7B39A8E1DE0755FE8636E,0.0,31687.0,31687.0,0.0,0
L1734F25F65F7B814CFB3BE9683E4C3FC,0.0,59037.0,59037.0,0.0,0
L1735B99CDF7BA756DAEDD2D0BC8E643D,11134.0,13000.0,24134.0,10529.0,1
L173AA4797A7CF6EAF0BF606CA43E43BE,7636.0,30400.0,38036.0,7447.0,1
L173B1DBDC61A9487BCDF4F134947E62E,8668.0,21250.0,29918.0,8317.0,1
L173B362A4DC6637A554B72EB8E1E5A59,0.0,30364.0,30364.0,0.0,0
L1741DB0F98F6F8C23133B7C91A4650FA,0.0,40550.0,40550.0,0.0,0
L17422BCAD3176AC223EB8FC3A3438B49,0.0,28185.0,28185.0,0.0,0
L1743749B25B0A58F3C4537CCF5CCCE54,17092.0,47236.0,47236.0,0.0,1
L174547DFE3A513C7C725B2A6FB9EC9C1,0.0,36255.0,36255.0,0.0,0
L1746E28CF7BDA95E8B4100412168ADDE,13129.0,1950.0,15079.0,13129.0,1
L1746F50DE43E5CCB2B275432D873F689,19554.0,39200.0,58754.0,18717.0,1
L1749738A8CE3D0D6D90A970BA8DE1A96,0.0,11731.0,11731.0,0.0,0
L174AEA24693889E5E9A7B964788079AA,7937.0,16000.0,23937.0,7530.0,1
L174B9AB0F37A2ADE8379521826656A85,0.0,15248.0,15248.0,0.0,0
L174C6F40796C54620D678047B7EE7E5F,12402.0,26400.0,38802.0,12216.0,1
L174DE401B4D5D5232B9BB33AA61B36F3,0.0,56982.0,56982.0,0.0,0
L175026B477A9A19D24482A999C8245BF,0.0,14062.0,14062.0,0.0,0
L1752A4372962FB58013A310AB6CC9CB3,15962.0,32000.0,47962.0,15279.0,1
L1752C6A4EFE9A282F144430E89F28A21,4393.0,13500.0,17893.0,4227.0,1
L175723FB59EF196EE3469920492241BB,13114.0,1200.0,14314.0,12749.0,1
L1764C7B5CB066A3397EF47E6DC7BC2CE,0.0,15167.0,15167.0,0.0,0
L176637D4975042BEBD563492FF705A83,0.0,11892.0,11892.0,0.0,0
L1768B6D05C6907239B336BC82BEE1A0B,9574.0,2000.0,11574.0,9574.0,1
L176A89B28CBE7093F1CE94F2960E194C,1114.0,8400.0,9514.0,1091.0,1
L176C4F0AC8CB23D99B39C1D9E8F283B2,0.0,41149.0,41149.0,0.0,0
L176EAF7050E4D1AF6FD22B46E4560CAF,0.0,11901.0,11901.0,0.0,0
L1773574EAEEB403125C71B652C287E51,0.0,28556.0,28556.0,0.0,0
L177359D3B809339A7F9D6C2AA471B518,40842.0,11250.0,52092.0,40842.0,1
L177A4FBA159F851B02D30651704A3A6D,11600.0,0.0,11600.0,11600.0,1
L177BD5D3790CAD635D459262C8286728,0.0,23876.0,23876.0,0.0,0
L177D7714E8AE84982EB0131E39103504,11100.0,500.0,11600.0,11100.0,1
L178471EBF993917701568791ADEA84B4,0.0,23368.0,23368.0,0.0,0
L1784CCFF706A2EFEEB84E007827A07E4,7255.0,12255.0,12255.0,0.0,1
L17862CCD21A397D5AF3EA44D01750530,0.0,11557.0,11557.0,0.0,0
L1786709605B1D7A52D89620C04FB14C2,8221.0,24221.0,24221.0,0.0,1
L1789620AB914BCD8D1F5D4C229E88031,4239.0,31500.0,35739.0,4101.0,1
L178A8DA91A603A62680B29D262153A21,7259.0,4500.0,11759.0,7152.0,1
L178C7B01A3413E452F3B98F3A07011C8,0.0,17527.0,17527.0,0.0,0
L178D03978C04CEB403C77A4B445921EA,23196.0,0.0,23196.0,23196.0,1
L178D5EA4450C9D2BEBC1D94F53121010,0.0,11657.0,11657.0,0.0,0
L178ECECC44F8DAD41754ED5EE1C2C371,4868.0,13118.0,13118.0,0.0,1
L179338DDD79E1F58BC9B623CA0FAADA2,0.0,17339.0,17339.0,0.0,0
L17934B82128F40DD3496204CAE5D520D,3102.0,12350.0,15452.0,3026.0,1
L179396099574549266246EAF3FFBAD3B,5977.0,1820.0,7797.0,5977.0,1
L17958EAE99950327F58198AA2220C2EB,11271.0,500.0,11771.0,11105.0,1
L179755A45CFB922DA4BB28BE874E5561,14154.0,9000.0,23154.0,14154.0,1
L179C2D40CCC444164F4061A2A3D2AC3C,3461.0,8500.0,11961.0,3320.0,1
L179D5C2254DE811DA6179F2429A67787,0.0,15412.0,15412.0,0.0,0
L179EB3FDF388168CB91A1B063B4D3E93,0.0,17600.0,17600.0,0.0,0
L179EC69CD45E90E853E3985BF4150F45,10457.0,25857.0,25857.0,0.0,1
L179F4B878D1305A24E2AB398D5F4E2F9,45069.0,2000.0,47069.0,44423.0,1
L17A1EB17BDBDE99512ED819B6A3C2109,0.0,42678.0,42678.0,0.0,0
L17A23B0E19E373A29EBDAB471A5D5169,0.0,103123.0,103123.0,0.0,0
L17A34029BBA58FCED177BD3BFEA93056,5585.0,6500.0,12085.0,5316.0,1
L17A364877A8E684E0E479B5353B5991E,0.0,32955.0,32955.0,0.0,0
L17A4998FF7D42F77055D525CD1FFDC6B,0.0,20829.0,20829.0,0.0,0
L17A641F6E35C9BDFACB9D761D9B3AE28,0.0,9460.0,9460.0,0.0,0
L17A983AA8797BAD06CAF0D3B726F64F7,0.0,34868.0,34868.0,0.0,0
L17AA5DCBD907F026CB763C1626F1EF2E,5100.0,6500.0,11600.0,5100.0,1
L17AAB41F58D4CFE8178551214D425C63,0.0,17826.0,17826.0,0.0,0
L17ACD95FAB8EFCD539B9B333159A4254,0.0,11695.0,11695.0,0.0,0
L17B03C54128C56569EF6F2936CE4DE62,25408.0,15750.0,41158.0,25031.0,1
L17B0B2E7B69EBEF251EC49B72E8C3238,0.0,95663.0,95663.0,0.0,0
L17B0D8DF8DF91A941632E63B7F060588,37700.0,13500.0,50700.0,34319.0,1
L17B123598B2584356737C9BBD5A3F6F3,8002.0,21402.0,21402.0,0.0,1
L17B2291B9AC143790D8783D60B8CB770,15421.0,28100.0,42521.0,14421.0,1
L17B2308E094C043981E10B9B2DAAB62D,0.0,29185.0,29185.0,0.0,0
L17B57AC37C4F80F695597BAF3932E025,0.0,28810.0,28810.0,0.0,0
L17B6860BBEFE1E7DEC939D4FEDC0D16E,0.0,28169.0,28169.0,0.0,0
L17B69313C44FEAADC8837567F3F96F73,0.0,11903.0,11903.0,0.0,0
L17B6AD3498CA8A03D87CABC38EEC541F,3418.0,8500.0,11918.0,3326.0,1
L17B784F6D7EA236C1CC133DF3E9E9C82,1203.0,13803.0,13803.0,0.0,1
L17B7C9966B706903E430D242EF5C5D0B,28094.0,38594.0,38594.0,0.0,1
L17BA8426B660E2A9754E887D83F5E795,0.0,27296.0,27296.0,0.0,0
L17BB401BB22FF318991632F1741E8274,0.0,13997.0,13997.0,0.0,0
L17BBA11AF0AE2265E6344F105E992021,13080.0,1200.0,14280.0,12723.0,1
L17BEA9485AB719CB0EBBEDAB3E0A2A12,11134.0,13000.0,24134.0,10529.0,1
L17C25F1704382B400A2A28911F642017,0.0,11779.0,11779.0,0.0,0
L17C47A808A0481EA9DE339989B929EA4,1250.0,29412.0,29412.0,0.0,1
L17C4A9304E545D9AD4BAB40A845AA071,15614.0,8000.0,23614.0,15197.0,1
L17C5587F08CDC30F2A5481A85CCC7596,0.0,15348.0,15348.0,0.0,0
L17C5F3673F653E339EA5A45BF697650E,0.0,11625.0,11625.0,0.0,0
L17C6D9FEED8363CF8EC64DF18ABEDB88,0.0,18307.0,18307.0,0.0,0
L17C7F04C5D4D0B46E349A6E98FAA7137,0.0,47291.0,47291.0,0.0,0
L17CB7FFDB0D3ECBAE413430186B85E83,0.0,17586.0,17586.0,0.0,0
L17D29D3C949DA315D880DB83E253F75E,9150.0,8250.0,17400.0,9150.0,1
L17D54E70CFB4A7EA61D912C7EAE83BFE,2011.0,11511.0,11511.0,0.0,1
L17D87E821348C25C6DDC62DB946BA755,7288.0,4500.0,11788.0,7100.0,1
L17D8C6C080F162D770C3D1898D7F75B4,967.0,11000.0,11967.0,955.0,1
L17DA0C4ED66B3B8AD3D5BA50AB217A61,0.0,11476.0,11476.0,0.0,0
L17DCBB4578EA0C979200B88B7946E3EC,5122.0,19950.0,25072.0,4963.0,1
L17E0096C3484492F2BA1A9C73769274E,0.0,11821.0,11821.0,0.0,0
L17E1E67AF10AA345C2F42A2697AC425D,0.0,17917.0,17917.0,0.0,0
L17E25562322DE351EE73CD25ED64F7A3,0.0,43590.0,43590.0,0.0,0
L17E6AC938A71783A81177F8A5DB48648,6298.0,17548.0,17548.0,0.0,1
L17E6C63517684979A984B201A027BA1E,0.0,33576.0,33576.0,0.0,0
L17E6C930F1D1C60DE6C9DD0581A626D8,0.0,41056.0,41056.0,0.0,0
L17E74B070F1D9359E7A01CE38F81B878,0.0,11584.0,11584.0,0.0,0
L17EAE03BAC85BE01E3E8B77C3A401F1F,23629.0,17500.0,41129.0,23283.0,1
L17F0B325A1268A5967FDA4A789068EE6,4469.0,5200.0,9669.0,4253.0,1
L17F1C7C80C27D39A3773E1BAAFE43BB4,0.0,23961.0,23961.0,0.0,0
L17F64CE136D2A91B0ED7F50ADE99F6BB,0.0,44754.0,44754.0,0.0,0
L17F6FEDF34C9690B199E1975F73DCE7B,0.0,40726.0,40726.0,0.0,0
L17F74BB9F80F18828A20E2A3DA45987E,0.0,29279.0,29279.0,0.0,0
L17F84563023BED7085C293EB66D26682,0.0,18938.0,18938.0,0.0,0
L17F883B90F5BFBA2CF6FAE27A1B505D9,0.0,11918.0,11918.0,0.0,0
L17FE76C57B948E909921226772898B2B,0.0,29043.0,29043.0,0.0,0
L1800C38423265051BC21E5C847DDE4FD,0.0,11791.0,11791.0,0.0,0
L1802E4703FE375216CF720B530B0BCE6,0.0,22228.0,22228.0,0.0,0
L18039936C0838D32CB901693E874C61D,7804.0,4000.0,11804.0,7599.0,1
L1803FEADBCE86AF6C8710B6239E48035,3135.0,9585.0,9585.0,0.0,1
L18049D53381C6EED8418682D8BCDFB81,9600.0,2000.0,11600.0,9600.0,1
L180876015481C5570C79B856A2D17883,0.0,35598.0,35598.0,0.0,0
L180BD1AB50DF0B0823387BD71A9522BA,23229.0,12000.0,35229.0,22893.0,1
L180CE52992DC5CF4FC8296D68A75E8AC,5138.0,10400.0,15538.0,4861.0,1
L180D5B489B5BD43FCFF173788E7FF6B0,22082.0,4600.0,26682.0,22082.0,1
L180E855C9AB7B3755C2EA3288138130D,0.0,11812.0,11812.0,0.0,0
L1810A2CD86CBE80CB48F57B7E60E1FAA,0.0,28967.0,28967.0,0.0,0
L1810C77DB92CF84A243490F9BB7A423F,0.0,42491.0,42491.0,0.0,0
L18117EE5FB9EBD0D806FB8165FC6349E,1500.0,34259.0,34259.0,0.0,1
L1812EF9A636EBDC82D7B8649D522A76C,400.0,9099.0,9099.0,0.0,1
L1813E2D3133EAEBF8D6C10F443F30F4B,6099.0,6000.0,12099.0,5765.0,1
L1818D2E682CAECDDD33C0FEC51B02A37,27020.0,2400.0,29420.0,23370.0,1
L181ECCF811A6DA80F8D07502FD72814B,700.0,16085.0,16085.0,0.0,1
L181FFDBA3F6E7FF177B5022321713D2C,0.0,29714.0,29714.0,0.0,0
L18229CCD383502700DC82A6C441A8107,5585.0,6500.0,12085.0,5316.0,1
L1823A1D43D4B710F5B2E1BEBA55A1850,0.0,18546.0,18546.0,0.0,0
L1823E1373E088537942D140AC1002CCB,0.0,27979.0,27979.0,0.0,0
L18285699012FF3418F0D0E105F775AD5,15944.0,4250.0,20194.0,15512.0,1
L1829E28D9170AF255F124DC427FEE8C4,0.0,17757.0,17757.0,0.0,0
L182BEC549A8AB53D435B06B44AB526D6,500.0,11675.0,11675.0,0.0,1
L182D43DE499DB06A88D2B0510EF7645C,0.0,42102.0,42102.0,0.0,0
L182FDA9DAFDA555CB1F3FA9B530A8FD6,0.0,25961.0,25961.0,0.0,0
L18300129F6C6CE040A4F19CA81CFF603,0.0,34295.0,34295.0,0.0,0
L18300720571D049DFFC565B0BFEB550E,0.0,15061.0,15061.0,0.0,0
L1830F90156E786A38A16360E124E6511,0.0,29603.0,29603.0,0.0,0
L1834176336180B5F386D42AAA62EA829,5192.0,16200.0,21392.0,5057.0,1
L183553DF8C9C93A9D27EC09AD280B361,0.0,30173.0,30173.0,0.0,0
L18357A6866B4872A74221367580F957A,19188.0,30438.0,30438.0,0.0,1
L1836D61C956548F6A05B576C039F931B,8600.0,3000.0,11600.0,8600.0,1
L183B04744F5B1161DD4C18790DB1886F,0.0,22883.0,22883.0,0.0,0
L183FBE944A83DF9D807CE149CEEE0253,0.0,18699.0,18699.0,0.0,0
L18400CCE3D047EB1EEFE69125C033561,0.0,39511.0,39511.0,0.0,0
L18408E6E82CA9F8DA8349F4117085ADD,0.0,20138.0,20138.0,0.0,0
L1843C7D5B8A266073155E1344ACC47B8,0.0,29629.0,29629.0,0.0,0
L1844BBCEC51B60CBD835B195078C30BD,9074.0,2500.0,11574.0,9074.0,1
L184DC255FA252AE39FC0D928E6C23CBA,0.0,43970.0,43970.0,0.0,0
L184EC5EFA6E7D28CFCAD5EA101387E28,17514.0,22914.0,22914.0,0.0,1
L18503F45FCA69A97ECB4E613A3575A1B,0.0,14002.0,14002.0,0.0,0
L18563F9FFB6E2596568E01DA5B73C126,0.0,23893.0,23893.0,0.0,0
L1859F4737481B95EFA345E91D5B37F12,10224.0,24224.0,24224.0,0.0,1
L185B2F70AA161264E8D1EA5A9D98D74D,0.0,11831.0,11831.0,0.0,0
L185C276A19172A6B93C9C6201D9EEAEA,25800.0,9000.0,34800.0,25800.0,1
L185ECF78755E09396F8186EA79040D5C,5400.0,17400.0,17400.0,0.0,1
L1862DFA936AEB7EBB7BA81D9099EDA0D,0.0,13992.0,13992.0,0.0,0
L18664D0CE7A06366C7F8B2401ABF756C,0.0,11698.0,11698.0,0.0,0
L1868832D2FB12F11094802B93E6CEA0E,0.0,21216.0,21216.0,0.0,0
L186AE511E4B0FD0FC502A8D08BD2E64C,0.0,19783.0,19783.0,0.0,0
L18718BFBCAD8B27A4A9A2685155E0136,0.0,18272.0,18272.0,0.0,0
L18720D7CE822CBB9CE750355DB81C8B6,0.0,46137.0,46137.0,0.0,0
L187A4CD221F644CB7C815C0421328BE0,6600.0,5000.0,11600.0,6600.0,1
L18857438AE5A4A2AC66079CFEC6A96F0,500.0,11469.0,11469.0,0.0,1
L18857E91E256B3749362BC7ECD6FD51C,0.0,29986.0,29986.0,0.0,0
L188693FA0B3FFBD1726A50AC4E47DC7A,0.0,7855.0,7855.0,0.0,0
L1888B19CEE14177C591546476C452B52,0.0,11715.0,11715.0,0.0,0
L188FEF83B57AD9F82B8341C1C13FF322,0.0,11646.0,11646.0,0.0,0
L189471F8373C0E49C218647BA3ED42D7,40308.0,6000.0,46308.0,40308.0,1
L1896E1B30997B62D2489762BB527DC3E,0.0,11743.0,11743.0,0.0,0
L1897369660F3997FA58B5E78F2FC7DAB,0.0,9277.0,9277.0,0.0,0
L18976E974533A9FB0125D39F3A63C9D7,0.0,12587.0,12587.0,0.0,0
L189CBF25103C8BDFAB7947A49D9F91B4,4528.0,7500.0,12028.0,4319.0,1
L18A29CBD00CC1B0E2C961FB65D551343,0.0,22836.0,22836.0,0.0,0
L18A2DDBD751B3AA3DF61366CEA8CEB65,12748.0,16250.0,28998.0,12748.0,1
L18A4F03A4FE12CE561FC340DE983AAD2,0.0,20202.0,20202.0,0.0,0
L18A5D9B2CF0DFFE0C414DCDAFAB8C1F6,0.0,55812.0,55812.0,0.0,0
L18A65D075E8318C1AFB16FA98C132BF9,26027.0,3750.0,29777.0,25305.0,1
L18A7BF38A81CBD0A4E250E190B493DA7,0.0,15423.0,15423.0,0.0,0
L18A8735DCCB07C2B4BF993183F8122FA,11414.0,500.0,11914.0,11100.0,1
L18A885D0638A36F18703C1510B4E4077,13292.0,18542.0,18542.0,0.0,1
L18A88CFDC20E513EEEC0326F0567A032,0.0,23512.0,23512.0,0.0,0
L18A9469C656115B320A01B57826376EE,0.0,58707.0,58707.0,0.0,0
L18AA4BEE076E6877B27F16BCDCA374E0,23334.0,53584.0,53584.0,0.0,1
L18AC45FA746A0DFC620DE8CB6847EBE4,33164.0,24500.0,57664.0,32304.0,1
L18ACC4E344E46A8F8BDE0D558775314C,0.0,18575.0,18575.0,0.0,0
L18B2DF2AC17A1347CD5D059D2C779960,0.0,18525.0,18525.0,0.0,0
L18B2FA5F94552757A01D2AEC37FA2347,9828.0,23800.0,33628.0,9462.0,1
L18B3A9E4E87055F6F2BB75A163D4AF23,0.0,11609.0,11609.0,0.0,0
L18B7255B5843A9AFA2404C8FB1251A3B,8605.0,9000.0,17605.0,8478.0,1
L18BA69D42CA91513A603BD28368F9379,0.0,11737.0,11737.0,0.0,0
L18BCF63B46870B5B08F5D8E58138950C,0.0,16519.0,16519.0,0.0,0
L18BF6E7EA0028CAA1C96DCBEF86ABDDA,0.0,18272.0,18272.0,0.0,0
L18BFF529FC31449689028398CD2E1319,750.0,69515.0,69515.0,0.0,1
L18C014EEE1317F76368C54CF4810E24F,13632.0,25182.0,25182.0,0.0,1
L18C192F2E1B8C9671F01A5B928A8733D,0.0,11672.0,11672.0,0.0,0
L18C37E8B8CA7240AD3B753DFDE624DD7,14574.0,29574.0,29574.0,0.0,1
L18C5F997F9907A2C2B97DA430803107A,0.0,29527.0,29527.0,0.0,0
L18C65953D4582522B47F0BF1608079CA,0.0,28602.0,28602.0,0.0,0
L18CC1E65662B780B80EABDFF61BF7E82,0.0,55456.0,55456.0,0.0,0
L18CCB501FFAFBE79ACF28C2FCE769201,7074.0,4500.0,11574.0,7074.0,1
L18CEC6CE8AAB01878EA0B361C405C998,22541.0,34300.0,56841.0,22541.0,1
L18CFCB65439B587A80DA74039F257A1F,0.0,21739.0,21739.0,0.0,0
L18D13B65C78A123A1138D294EE05D057,0.0,21054.0,21054.0,0.0,0
L18D14E41C0AAAB52BD29F3C5B35DD57C,5326.0,42000.0,47326.0,5218.0,1
L18D1C172924181FA8A0B631D097FF81D,23424.0,12000.0,35424.0,22800.0,1
L18D240CFD1C6CC8A7490E934B88FD325,0.0,18387.0,18387.0,0.0,0
L18D3B4E3BFFBC04B05A7E9490D1B562B,0.0,37114.0,37114.0,0.0,0
L18D76B683F01FEF3F83146F1CD359161,1500.0,34347.0,34347.0,0.0,1
L18D792E5D78D6B2A1FB6C1CCF32A436A,0.0,28787.0,28787.0,0.0,0
L18D9EF98C0E993682C63B201D8F99468,0.0,33593.0,33593.0,0.0,0
L18DD74B552AE8BA84FC9334288188AD8,0.0,107717.0,107717.0,0.0,0
L18DE40514DE43CCA0C5ED19DB6298639,0.0,17663.0,17663.0,0.0,0
L18DE81E7BAE7A0BB9F0E35A4307A9038,0.0,13039.0,13039.0,0.0,0
L18DF5A9E70E0E09372D95B7BFE7E3CEB,0.0,44917.0,44917.0,0.0,0
L18E0CC4C3304C06B31FA6684B6B1DE64,4884.0,9600.0,14484.0,4516.0,1
L18E2F897ED43E3782F64044D60AC6748,0.0,37104.0,37104.0,0.0,0
L18E42DD33177A9226C3FF992533ECA90,0.0,9457.0,9457.0,0.0,0
L18E475EB784175E3986EC136390611FE,0.0,22393.0,22393.0,0.0,0
L18E4BF98A30568DC84F28C874DFAD193,3440.0,8500.0,11940.0,3266.0,1
L18E522E33A5C65CD2106CF6EEF65B606,7600.0,4000.0,11600.0,7600.0,1
L18E58E257A4865313364F7FD5554EA8B,0.0,39103.0,39103.0,0.0,0
L18E7D6C83980096C5B6AC02B45C40648,0.0,22550.0,22550.0,0.0,0
L18EA9D430488F68AD2A79CAD0C97F8F9,9378.0,2500.0,11878.0,9123.0,1
L18EE1B28D9341233FD5473F6C1442D93,0.0,17668.0,17668.0,0.0,0
L18F2DE7AB1567F23ED8337E2C4249CDD,0.0,36057.0,36057.0,0.0,0
L18F40FCB7C7A12C485606202B807B7E1,0.0,11652.0,11652.0,0.0,0
L18F6F927386E74B5B7AF8A16F317741B,0.0,23426.0,23426.0,0.0,0
L18F98601A3C536E1CC95CD2A67FA9DF1,0.0,11855.0,11855.0,0.0,0
L18FCD796B847AEF4707D3395F466A41B,1323.0,10500.0,11823.0,1265.0,1
L19009B28645D4D25F273015FC2640BEB,32404.0,14000.0,46404.0,32404.0,1
L1900BD12EF50C496F715940E582B5CB9,0.0,46528.0,46528.0,0.0,0
L19026A472903E4C9E7BAD4D014DFE1DC,8141.0,7150.0,15291.0,7929.0,1
L1902AC2066AF3389A41C251DC634027E,11960.0,16382.0,16382.0,0.0,1
L19046BC83819457ED30FB3C42B831D64,0.0,9192.0,9192.0,0.0,0
L190C820FFABBAFD7E6AA6DB057C92DE1,0.0,11459.0,11459.0,0.0,0
L190CB720FB5EEEDB0D60C2AA9847835F,0.0,23308.0,23308.0,0.0,0
L190FEB61C11D3736DCE9FFB89EEC88A1,0.0,14252.0,14252.0,0.0,0
L1910E0E993C80C98755ACDF805143118,0.0,29445.0,29445.0,0.0,0
L19137472C65B419B113441F5D9CFB214,15613.0,8000.0,23613.0,15196.0,1
L19146CC62505A247EBFBF9BA44402257,31152.0,4500.0,35652.0,30300.0,1
L1917C5AF12EB2A9DC6C0184FFD74B7B2,16651.0,46651.0,46651.0,0.0,1
L1918531F202939126B6DF591A8047BB4,500.0,11594.0,11594.0,0.0,1
L191C3F13281EDC011AC6F2DB349FCCE0,7641.0,11241.0,11241.0,0.0,1
L191C494054B2695906B0175733361831,0.0,23982.0,23982.0,0.0,0
L191E4778246B57C197B652982F673678,0.0,20760.0,20760.0,0.0,0
L191E94B51970A6C6CBEEE4F8CAA2C0B7,8751.0,14751.0,14751.0,0.0,1
L191FBBA9B43744B75E00B0581E318C71,0.0,52261.0,52261.0,0.0,0
L1924BFDE841F2EA7FF88FA384A1459D2,0.0,46893.0,46893.0,0.0,0
L19253A6693B705DC6972E3EA99A7A7E9,0.0,35161.0,35161.0,0.0,0
L1926EB08EF5B6A2BBCB78E5A0758D126,7100.0,4500.0,11600.0,7100.0,1
L192998A8BAF75F6C3CCE923B14447CCE,0.0,40090.0,40090.0,0.0,0
L192AB516A8EA107B565EF2DF2D2817C0,0.0,17671.0,17671.0,0.0,0
L192B419013ED5AE20EB7C56793F6E6CF,0.0,17521.0,17521.0,0.0,0
L192B516732B7F6A6324E74A62B499E2E,0.0,21468.0,21468.0,0.0,0
L1934821DF1C75B60EA55EFCDB894C393,0.0,38478.0,38478.0,0.0,0
L1935BD96C6AD5890D0AB456EEC53D744,0.0,13897.0,13897.0,0.0,0
L19365F53E784FC218E599DCB7DBCA0C5,1114.0,8400.0,9514.0,1091.0,1
L1938648CA5906264DC82288529E2B8A9,0.0,10367.0,10367.0,0.0,0
